Transfer Date by Week,Transfer Year,RIN Year,Fuel (D Code),QAP Service Type,RIN Price
"2/16/2015","2015","2015","D6","Unverified","$0.79"
"2/23/2015","2015","2013","D6","Unverified","$0.67"
"2/23/2015","2015","2014","D6","Unverified","$0.69"
"2/23/2015","2015","2015","D6","Unverified","$0.81"
"3/2/2015","2015","2013","D6","Unverified","$0.72"
"3/2/2015","2015","2014","D6","Unverified","$0.64"
"3/2/2015","2015","2015","D6","Unverified","$0.68"
"3/9/2015","2015","2013","D6","Unverified","$0.70"
"3/9/2015","2015","2014","D6","Unverified","$0.69"
"3/9/2015","2015","2015","D6","Unverified","$0.67"
"3/16/2015","2015","2012","D6","Unverified","$0.77"
"3/16/2015","2015","2014","D6","Unverified","$0.60"
"3/16/2015","2015","2015","D6","Unverified","$0.65"
"3/23/2015","2015","2013","D6","Unverified","$0.67"
"3/23/2015","2015","2014","D6","Unverified","$0.68"
"3/23/2015","2015","2015","D6","Unverified","$0.68"
"3/30/2015","2015","2013","D6","Unverified","$0.70"
"3/30/2015","2015","2014","D6","Unverified","$0.69"
"3/30/2015","2015","2015","D6","Unverified","$0.67"
"4/6/2015","2015","2013","D6","Unverified","$0.68"
"4/6/2015","2015","2014","D6","Unverified","$0.72"
"4/6/2015","2015","2015","D6","Q-RIN","$0.65"
"4/6/2015","2015","2015","D6","Unverified","$0.66"
"4/13/2015","2015","2013","D6","Unverified","$0.69"
"4/13/2015","2015","2014","D6","Unverified","$0.69"
"4/13/2015","2015","2015","D6","Q-RIN","$0.65"
"4/13/2015","2015","2015","D6","Unverified","$0.64"
"4/20/2015","2015","2014","D6","Unverified","$0.62"
"4/20/2015","2015","2015","D6","Unverified","$0.67"
"4/27/2015","2015","2013","D6","Unverified","$0.69"
"4/27/2015","2015","2014","D6","Unverified","$0.70"
"4/27/2015","2015","2015","D6","Unverified","$0.70"
"5/4/2015","2015","2014","D6","Unverified","$0.75"
"5/4/2015","2015","2015","D6","Unverified","$0.69"
"5/11/2015","2015","2013","D6","Unverified","$0.72"
"5/11/2015","2015","2014","D6","Unverified","$0.74"
"5/11/2015","2015","2015","D6","Unverified","$0.70"
"5/18/2015","2015","2014","D6","Unverified","$0.68"
"5/18/2015","2015","2015","D6","Unverified","$0.70"
"5/25/2015","2015","2013","D6","Unverified","$0.69"
"5/25/2015","2015","2014","D6","Unverified","$0.74"
"5/25/2015","2015","2015","D6","Unverified","$0.70"
"6/1/2015","2015","2014","D6","Unverified","$0.65"
"6/1/2015","2015","2015","D6","Q-RIN","$0.45"
"6/1/2015","2015","2015","D6","Unverified","$0.62"
"6/8/2015","2015","2013","D6","Unverified","$0.39"
"6/8/2015","2015","2014","D6","Unverified","$0.54"
"6/8/2015","2015","2015","D6","Unverified","$0.63"
"6/15/2015","2015","2013","D6","Unverified","$0.40"
"6/15/2015","2015","2014","D6","Unverified","$0.55"
"6/15/2015","2015","2015","D6","Q-RIN","$0.70"
"6/15/2015","2015","2015","D6","Unverified","$0.59"
"6/22/2015","2015","2013","D6","Unverified","$0.40"
"6/22/2015","2015","2014","D6","Unverified","$0.65"
"6/22/2015","2015","2015","D6","Q-RIN","$0.73"
"6/22/2015","2015","2015","D6","Unverified","$0.60"
"6/29/2015","2015","2013","D6","Unverified","$0.69"
"6/29/2015","2015","2014","D6","Unverified","$0.56"
"6/29/2015","2015","2015","D6","Q-RIN","$0.63"
"6/29/2015","2015","2015","D6","Unverified","$0.59"
"7/6/2015","2015","2012","D6","Unverified","$0.46"
"7/6/2015","2015","2013","D6","Unverified","$0.45"
"7/6/2015","2015","2014","D6","Unverified","$0.45"
"7/6/2015","2015","2015","D6","Q-RIN","$0.72"
"7/6/2015","2015","2015","D6","Unverified","$0.52"
"7/13/2015","2015","2014","D6","Unverified","$0.47"
"7/13/2015","2015","2015","D6","Q-RIN","$0.71"
"7/13/2015","2015","2015","D6","Unverified","$0.50"
"7/20/2015","2015","2014","D6","Unverified","$0.50"
"7/20/2015","2015","2015","D6","Unverified","$0.53"
"7/27/2015","2015","2013","D6","Unverified","$0.41"
"7/27/2015","2015","2014","D6","Unverified","$0.40"
"7/27/2015","2015","2015","D6","Q-RIN","$0.71"
"7/27/2015","2015","2015","D6","Unverified","$0.44"
"8/3/2015","2015","2014","D6","Unverified","$0.44"
"8/3/2015","2015","2015","D6","Q-RIN","$0.42"
"8/3/2015","2015","2015","D6","Unverified","$0.45"
"8/10/2015","2015","2014","D6","Unverified","$0.43"
"8/10/2015","2015","2015","D6","Q-RIN","$0.73"
"8/10/2015","2015","2015","D6","Unverified","$0.43"
"8/17/2015","2015","2013","D6","Unverified","$0.41"
"8/17/2015","2015","2014","D6","Unverified","$0.41"
"8/17/2015","2015","2015","D6","Q-RIN","$0.98"
"8/17/2015","2015","2015","D6","Unverified","$0.46"
"8/24/2015","2015","2013","D6","Unverified","$0.38"
"8/24/2015","2015","2014","D6","Unverified","$0.40"
"8/24/2015","2015","2015","D6","Q-RIN","$0.70"
"8/24/2015","2015","2015","D6","Unverified","$0.45"
"8/31/2015","2015","2013","D6","Unverified","$0.47"
"8/31/2015","2015","2014","D6","Unverified","$0.40"
"8/31/2015","2015","2015","D6","Unverified","$0.43"
"9/7/2015","2015","2014","D6","Unverified","$0.40"
"9/7/2015","2015","2015","D6","Unverified","$0.51"
"9/14/2015","2015","2013","D6","Unverified","$0.40"
"9/14/2015","2015","2014","D6","Unverified","$0.53"
"9/14/2015","2015","2015","D6","Q-RIN","$0.62"
"9/14/2015","2015","2015","D6","Unverified","$0.44"
"9/21/2015","2015","2014","D6","Unverified","$0.50"
"9/21/2015","2015","2015","D6","Q-RIN","$0.61"
"9/21/2015","2015","2015","D6","Unverified","$0.46"
"9/28/2015","2015","2013","D6","Unverified","$0.36"
"9/28/2015","2015","2014","D6","Unverified","$0.37"
"9/28/2015","2015","2015","D6","Q-RIN","$0.44"
"9/28/2015","2015","2015","D6","Unverified","$0.49"
"10/5/2015","2015","2014","D6","Unverified","$0.35"
"10/5/2015","2015","2015","D6","Q-RIN","$0.62"
"10/5/2015","2015","2015","D6","Unverified","$0.43"
"10/12/2015","2015","2014","D6","Unverified","$0.35"
"10/12/2015","2015","2015","D6","Q-RIN","$0.67"
"10/12/2015","2015","2015","D6","Unverified","$0.39"
"10/19/2015","2015","2014","D6","Unverified","$0.55"
"10/19/2015","2015","2015","D6","Q-RIN","$0.59"
"10/19/2015","2015","2015","D6","Unverified","$0.37"
"10/26/2015","2015","2012","D6","Unverified","$0.37"
"10/26/2015","2015","2014","D6","Unverified","$0.36"
"10/26/2015","2015","2015","D6","Q-RIN","$0.68"
"10/26/2015","2015","2015","D6","Unverified","$0.39"
"11/2/2015","2015","2013","D6","Unverified","$0.40"
"11/2/2015","2015","2014","D6","Unverified","$0.46"
"11/2/2015","2015","2015","D6","Unverified","$0.40"
"11/9/2015","2015","2014","D6","Unverified","$0.42"
"11/9/2015","2015","2015","D6","Unverified","$0.46"
"11/16/2015","2015","2013","D6","Unverified","$0.44"
"11/16/2015","2015","2014","D6","Unverified","$0.58"
"11/16/2015","2015","2015","D6","Q-RIN","$0.70"
"11/16/2015","2015","2015","D6","Unverified","$0.45"
"11/23/2015","2015","2013","D6","Unverified","$0.70"
"11/23/2015","2015","2014","D6","Unverified","$0.47"
"11/23/2015","2015","2015","D6","Q-RIN","$0.33"
"11/23/2015","2015","2015","D6","Unverified","$0.53"
"11/30/2015","2015","2013","D6","Unverified","$0.38"
"11/30/2015","2015","2014","D6","Unverified","$0.68"
"11/30/2015","2015","2015","D6","Q-RIN","$0.69"
"11/30/2015","2015","2015","D6","Unverified","$0.48"
"12/7/2015","2015","2013","D6","Unverified","$0.73"
"12/7/2015","2015","2014","D6","Unverified","$0.74"
"12/7/2015","2015","2015","D6","Unverified","$0.50"
"12/14/2015","2015","2013","D6","Unverified","$0.72"
"12/14/2015","2015","2014","D6","Unverified","$0.63"
"12/14/2015","2015","2015","D6","Q-RIN","$0.50"
"12/14/2015","2015","2015","D6","Unverified","$0.51"
"12/21/2015","2015","2013","D6","Unverified","$0.71"
"12/21/2015","2015","2014","D6","Unverified","$0.54"
"12/21/2015","2015","2015","D6","Unverified","$0.52"
"12/28/2015","2015","2013","D6","Unverified","$0.42"
"12/28/2015","2015","2014","D6","Unverified","$0.62"
"12/28/2015","2015","2015","D6","Q-RIN","$0.61"
"12/28/2015","2015","2015","D6","Unverified","$0.57"
"12/28/2015","2016","2015","D6","Q-RIN","$0.43"
"12/28/2015","2016","2015","D6","Unverified","$0.49"
"1/4/2016","2016","2013","D6","Unverified","$0.71"
"1/4/2016","2016","2014","D6","Unverified","$0.71"
"1/4/2016","2016","2015","D6","Unverified","$0.66"
"1/4/2016","2016","2016","D6","Unverified","$0.70"
"1/11/2016","2016","2013","D6","Unverified","$0.53"
"1/11/2016","2016","2014","D6","Unverified","$0.69"
"1/11/2016","2016","2015","D6","Unverified","$0.67"
"1/11/2016","2016","2016","D6","Unverified","$0.71"
"1/18/2016","2016","2014","D6","Unverified","$0.44"
"1/18/2016","2016","2015","D6","Unverified","$0.58"
"1/18/2016","2016","2016","D6","Unverified","$0.70"
"1/25/2016","2016","2013","D6","Unverified","$0.01"
"1/25/2016","2016","2014","D6","Unverified","$0.47"
"1/25/2016","2016","2015","D6","Q-RIN","$0.42"
"1/25/2016","2016","2015","D6","Unverified","$0.65"
"1/25/2016","2016","2016","D6","Unverified","$0.67"
"2/1/2016","2016","2013","D6","Unverified","$0.69"
"2/1/2016","2016","2014","D6","Unverified","$0.69"
"2/1/2016","2016","2015","D6","Q-RIN","$0.72"
"2/1/2016","2016","2015","D6","Unverified","$0.66"
"2/1/2016","2016","2016","D6","Unverified","$0.65"
"2/8/2016","2016","2012","D6","Unverified","$0.50"
"2/8/2016","2016","2013","D6","Unverified","$0.71"
"2/8/2016","2016","2014","D6","Unverified","$0.71"
"2/8/2016","2016","2015","D6","Unverified","$0.69"
"2/8/2016","2016","2016","D6","Unverified","$0.67"
"2/15/2016","2016","2014","D6","Unverified","$0.71"
"2/15/2016","2016","2015","D6","Unverified","$0.69"
"2/15/2016","2016","2016","D6","Unverified","$0.68"
"2/22/2016","2016","2013","D6","Unverified","$0.76"
"2/22/2016","2016","2014","D6","Unverified","$0.42"
"2/22/2016","2016","2015","D6","Unverified","$0.63"
"2/22/2016","2016","2016","D6","Unverified","$0.74"
"2/29/2016","2016","2013","D6","Unverified","$0.67"
"2/29/2016","2016","2014","D6","Unverified","$0.69"
"2/29/2016","2016","2015","D6","Unverified","$0.69"
"2/29/2016","2016","2016","D6","Unverified","$0.65"
"3/7/2016","2016","2014","D6","Unverified","$0.72"
"3/7/2016","2016","2015","D6","Q-RIN","$0.72"
"3/7/2016","2016","2015","D6","Unverified","$0.45"
"3/7/2016","2016","2016","D6","Q-RIN","$0.01"
"3/7/2016","2016","2016","D6","Unverified","$0.71"
"3/14/2016","2016","2013","D6","Unverified","$0.64"
"3/14/2016","2016","2014","D6","Unverified","$0.66"
"3/14/2016","2016","2015","D6","Q-RIN","$0.69"
"3/14/2016","2016","2015","D6","Unverified","$0.66"
"3/14/2016","2016","2016","D6","Unverified","$0.64"
"3/21/2016","2016","2014","D6","Unverified","$0.73"
"3/21/2016","2016","2015","D6","Q-RIN","$0.73"
"3/21/2016","2016","2015","D6","Unverified","$0.71"
"3/21/2016","2016","2016","D6","Q-RIN","$0.69"
"3/21/2016","2016","2016","D6","Unverified","$0.75"
"3/28/2016","2016","2014","D6","Unverified","$0.70"
"3/28/2016","2016","2015","D6","Q-RIN","$0.62"
"3/28/2016","2016","2015","D6","Unverified","$0.55"
"3/28/2016","2016","2016","D6","Unverified","$0.67"
"4/4/2016","2016","2013","D6","Unverified","$0.72"
"4/4/2016","2016","2014","D6","Unverified","$0.46"
"4/4/2016","2016","2015","D6","Q-RIN","$0.72"
"4/4/2016","2016","2015","D6","Unverified","$0.65"
"4/4/2016","2016","2016","D6","Unverified","$0.67"
"4/11/2016","2016","2014","D6","Unverified","$0.69"
"4/11/2016","2016","2015","D6","Unverified","$0.48"
"4/11/2016","2016","2016","D6","Q-RIN","$0.67"
"4/11/2016","2016","2016","D6","Unverified","$0.61"
"4/18/2016","2016","2014","D6","Unverified","$0.68"
"4/18/2016","2016","2015","D6","Unverified","$0.71"
"4/18/2016","2016","2016","D6","Unverified","$0.71"
"4/25/2016","2016","2013","D6","Unverified","$0.72"
"4/25/2016","2016","2014","D6","Unverified","$0.73"
"4/25/2016","2016","2015","D6","Unverified","$0.73"
"4/25/2016","2016","2016","D6","Unverified","$0.72"
"5/2/2016","2016","2014","D6","Unverified","$0.75"
"5/2/2016","2016","2015","D6","Unverified","$0.73"
"5/2/2016","2016","2016","D6","Unverified","$0.72"
"5/9/2016","2016","2013","D6","Unverified","$0.73"
"5/9/2016","2016","2014","D6","Unverified","$0.73"
"5/9/2016","2016","2015","D6","Q-RIN","$0.75"
"5/9/2016","2016","2015","D6","Unverified","$0.73"
"5/9/2016","2016","2016","D6","Q-RIN","$0.69"
"5/9/2016","2016","2016","D6","Unverified","$0.72"
"5/16/2016","2016","2013","D6","Unverified","$0.72"
"5/16/2016","2016","2014","D6","Unverified","$0.75"
"5/16/2016","2016","2015","D6","Unverified","$0.57"
"5/16/2016","2016","2016","D6","Unverified","$0.64"
"5/23/2016","2016","2014","D6","Unverified","$0.66"
"5/23/2016","2016","2015","D6","Unverified","$0.71"
"5/23/2016","2016","2016","D6","Unverified","$0.75"
"5/30/2016","2016","2014","D6","Unverified","$0.75"
"5/30/2016","2016","2015","D6","Unverified","$0.73"
"5/30/2016","2016","2016","D6","Q-RIN","$0.69"
"5/30/2016","2016","2016","D6","Unverified","$0.75"
"6/6/2016","2016","2014","D6","Unverified","$0.75"
"6/6/2016","2016","2015","D6","Q-RIN","$0.78"
"6/6/2016","2016","2015","D6","Unverified","$0.72"
"6/6/2016","2016","2016","D6","Unverified","$0.73"
"6/13/2016","2016","2014","D6","Unverified","$0.78"
"6/13/2016","2016","2015","D6","Unverified","$0.75"
"6/13/2016","2016","2016","D6","Q-RIN","$0.68"
"6/13/2016","2016","2016","D6","Unverified","$0.75"
"6/20/2016","2016","2014","D6","Unverified","$0.27"
"6/20/2016","2016","2015","D6","Unverified","$0.77"
"6/20/2016","2016","2016","D6","Q-RIN","$0.67"
"6/20/2016","2016","2016","D6","Unverified","$0.73"
"6/27/2016","2016","2013","D6","Unverified","$0.81"
"6/27/2016","2016","2014","D6","Unverified","$0.54"
"6/27/2016","2016","2015","D6","Q-RIN","$0.73"
"6/27/2016","2016","2015","D6","Unverified","$0.61"
"6/27/2016","2016","2016","D6","Q-RIN","$0.72"
"6/27/2016","2016","2016","D6","Unverified","$0.72"
"7/4/2016","2016","2014","D6","Unverified","$0.73"
"7/4/2016","2016","2015","D6","Unverified","$0.77"
"7/4/2016","2016","2016","D6","Q-RIN","$0.93"
"7/4/2016","2016","2016","D6","Unverified","$0.76"
"7/11/2016","2016","2013","D6","Unverified","$0.86"
"7/11/2016","2016","2014","D6","Unverified","$0.78"
"7/11/2016","2016","2015","D6","Unverified","$0.84"
"7/11/2016","2016","2016","D6","Q-RIN","$0.73"
"7/11/2016","2016","2016","D6","Unverified","$0.82"
"7/18/2016","2016","2013","D6","Unverified","$0.94"
"7/18/2016","2016","2014","D6","Unverified","$0.96"
"7/18/2016","2016","2015","D6","Unverified","$0.85"
"7/18/2016","2016","2016","D6","Q-RIN","$0.75"
"7/18/2016","2016","2016","D6","Unverified","$0.84"
"7/25/2016","2016","2013","D6","Unverified","$0.73"
"7/25/2016","2016","2014","D6","Unverified","$0.96"
"7/25/2016","2016","2015","D6","Unverified","$0.85"
"7/25/2016","2016","2016","D6","Q-RIN","$0.72"
"7/25/2016","2016","2016","D6","Unverified","$0.84"
"8/1/2016","2016","2014","D6","Unverified","$0.84"
"8/1/2016","2016","2015","D6","Unverified","$0.80"
"8/1/2016","2016","2016","D6","Unverified","$0.84"
"8/8/2016","2016","2015","D6","Unverified","$0.91"
"8/8/2016","2016","2016","D6","Q-RIN","$0.83"
"8/8/2016","2016","2016","D6","Unverified","$0.87"
"8/15/2016","2016","2015","D6","Unverified","$0.84"
"8/15/2016","2016","2016","D6","Q-RIN","$0.04"
"8/15/2016","2016","2016","D6","Unverified","$0.86"
"8/22/2016","2016","2014","D6","Unverified","$0.81"
"8/22/2016","2016","2015","D6","Unverified","$0.83"
"8/22/2016","2016","2016","D6","Q-RIN","$0.73"
"8/22/2016","2016","2016","D6","Unverified","$0.86"
"8/29/2016","2016","2015","D6","Unverified","$0.92"
"8/29/2016","2016","2016","D6","Q-RIN","$0.67"
"8/29/2016","2016","2016","D6","Unverified","$0.82"
"9/5/2016","2016","2015","D6","Unverified","$0.79"
"9/5/2016","2016","2016","D6","Q-RIN","$0.71"
"9/5/2016","2016","2016","D6","Unverified","$0.83"
"9/12/2016","2016","2014","D6","Unverified","$0.97"
"9/12/2016","2016","2015","D6","Unverified","$0.84"
"9/12/2016","2016","2016","D6","Q-RIN","$0.67"
"9/12/2016","2016","2016","D6","Unverified","$0.84"
"9/19/2016","2016","2015","D6","Unverified","$0.86"
"9/19/2016","2016","2016","D6","Q-RIN","$0.52"
"9/19/2016","2016","2016","D6","Unverified","$0.83"
"9/26/2016","2016","2014","D6","Unverified","$0.77"
"9/26/2016","2016","2015","D6","Unverified","$0.81"
"9/26/2016","2016","2016","D6","Q-RIN","$0.71"
"9/26/2016","2016","2016","D6","Unverified","$0.80"
"10/3/2016","2016","2015","D6","Unverified","$0.77"
"10/3/2016","2016","2016","D6","Q-RIN","$0.70"
"10/3/2016","2016","2016","D6","Unverified","$0.88"
"10/10/2016","2016","2015","D6","Q-RIN","$0.91"
"10/10/2016","2016","2015","D6","Unverified","$0.90"
"10/10/2016","2016","2016","D6","Q-RIN","$0.33"
"10/10/2016","2016","2016","D6","Unverified","$0.86"
"10/17/2016","2016","2014","D6","Unverified","$0.88"
"10/17/2016","2016","2015","D6","Q-RIN","$0.93"
"10/17/2016","2016","2015","D6","Unverified","$0.77"
"10/17/2016","2016","2016","D6","Q-RIN","$0.91"
"10/17/2016","2016","2016","D6","Unverified","$0.88"
"10/24/2016","2016","2014","D6","Unverified","$0.02"
"10/24/2016","2016","2015","D6","Q-RIN","$0.92"
"10/24/2016","2016","2015","D6","Unverified","$0.73"
"10/24/2016","2016","2016","D6","Q-RIN","$0.93"
"10/24/2016","2016","2016","D6","Unverified","$0.84"
"10/31/2016","2016","2014","D6","Unverified","$0.93"
"10/31/2016","2016","2015","D6","Unverified","$0.79"
"10/31/2016","2016","2016","D6","Q-RIN","$0.74"
"10/31/2016","2016","2016","D6","Unverified","$0.83"
"11/7/2016","2016","2015","D6","Q-RIN","$0.68"
"11/7/2016","2016","2015","D6","Unverified","$0.78"
"11/7/2016","2016","2016","D6","Q-RIN","$0.93"
"11/7/2016","2016","2016","D6","Unverified","$0.85"
"11/14/2016","2016","2014","D6","Unverified","$0.82"
"11/14/2016","2016","2015","D6","Unverified","$0.87"
"11/14/2016","2016","2016","D6","Q-RIN","$0.91"
"11/14/2016","2016","2016","D6","Unverified","$0.81"
"11/21/2016","2016","2014","D6","Unverified","$0.83"
"11/21/2016","2016","2015","D6","Unverified","$0.85"
"11/21/2016","2016","2016","D6","Q-RIN","$0.92"
"11/21/2016","2016","2016","D6","Unverified","$0.85"
"11/28/2016","2016","2014","D6","Unverified","$0.84"
"11/28/2016","2016","2015","D6","Q-RIN","$0.99"
"11/28/2016","2016","2015","D6","Unverified","$0.91"
"11/28/2016","2016","2016","D6","Q-RIN","$0.90"
"11/28/2016","2016","2016","D6","Unverified","$0.84"
"12/5/2016","2016","2015","D6","Q-RIN","$0.92"
"12/5/2016","2016","2015","D6","Unverified","$1.07"
"12/5/2016","2016","2016","D6","Q-RIN","$0.89"
"12/5/2016","2016","2016","D6","Unverified","$0.85"
"12/12/2016","2016","2015","D6","Unverified","$0.96"
"12/12/2016","2016","2016","D6","Q-RIN","$0.84"
"12/12/2016","2016","2016","D6","Unverified","$0.90"
"12/19/2016","2016","2015","D6","Unverified","$0.95"
"12/19/2016","2016","2016","D6","Q-RIN","$0.72"
"12/19/2016","2016","2016","D6","Unverified","$0.90"
"12/26/2016","2016","2015","D6","Unverified","$0.90"
"12/26/2016","2016","2016","D6","Q-RIN","$0.80"
"12/26/2016","2016","2016","D6","Unverified","$0.87"
"12/26/2016","2017","2016","D6","Unverified","$0.84"
"1/2/2017","2017","2015","D6","Unverified","$0.83"
"1/2/2017","2017","2016","D6","Q-RIN","$0.89"
"1/2/2017","2017","2016","D6","Unverified","$0.87"
"1/2/2017","2017","2017","D6","Unverified","$0.66"
"1/9/2017","2017","2015","D6","Q-RIN","$0.75"
"1/9/2017","2017","2015","D6","Unverified","$0.75"
"1/9/2017","2017","2016","D6","Q-RIN","$1.04"
"1/9/2017","2017","2016","D6","Unverified","$0.88"
"1/9/2017","2017","2017","D6","Unverified","$0.67"
"1/16/2017","2017","2015","D6","Unverified","$0.68"
"1/16/2017","2017","2016","D6","Q-RIN","$0.93"
"1/16/2017","2017","2016","D6","Unverified","$0.77"
"1/16/2017","2017","2017","D6","Unverified","$0.89"
"1/23/2017","2017","2015","D6","Unverified","$0.76"
"1/23/2017","2017","2016","D6","Q-RIN","$0.76"
"1/23/2017","2017","2016","D6","Unverified","$0.82"
"1/23/2017","2017","2017","D6","Unverified","$0.87"
"1/30/2017","2017","2015","D6","Q-RIN","$0.82"
"1/30/2017","2017","2015","D6","Unverified","$0.69"
"1/30/2017","2017","2016","D6","Q-RIN","$0.93"
"1/30/2017","2017","2016","D6","Unverified","$0.74"
"1/30/2017","2017","2017","D6","Unverified","$0.68"
"2/6/2017","2017","2015","D6","Q-RIN","$0.73"
"2/6/2017","2017","2015","D6","Unverified","$0.71"
"2/6/2017","2017","2016","D6","Unverified","$0.71"
"2/6/2017","2017","2017","D6","Unverified","$0.65"
"2/13/2017","2017","2015","D6","Unverified","$0.56"
"2/13/2017","2017","2016","D6","Q-RIN","$0.50"
"2/13/2017","2017","2016","D6","Unverified","$0.66"
"2/13/2017","2017","2017","D6","Unverified","$0.63"
"2/20/2017","2017","2016","D6","Q-RIN","$0.50"
"2/20/2017","2017","2016","D6","Unverified","$0.61"
"2/20/2017","2017","2017","D6","Q-RIN","$0.49"
"2/20/2017","2017","2017","D6","Unverified","$0.60"
"2/27/2017","2017","2015","D6","Unverified","$0.48"
"2/27/2017","2017","2016","D6","Q-RIN","$0.48"
"2/27/2017","2017","2016","D6","Unverified","$0.65"
"2/27/2017","2017","2017","D6","Unverified","$0.58"
"3/6/2017","2017","2015","D6","Q-RIN","$0.36"
"3/6/2017","2017","2015","D6","Unverified","$0.46"
"3/6/2017","2017","2016","D6","Q-RIN","$0.70"
"3/6/2017","2017","2016","D6","Unverified","$0.48"
"3/6/2017","2017","2017","D6","Unverified","$0.58"
"3/13/2017","2017","2015","D6","Q-RIN","$0.35"
"3/13/2017","2017","2015","D6","Unverified","$0.34"
"3/13/2017","2017","2016","D6","Q-RIN","$0.86"
"3/13/2017","2017","2016","D6","Unverified","$0.51"
"3/13/2017","2017","2017","D6","Unverified","$0.60"
"3/20/2017","2017","2015","D6","Q-RIN","$0.57"
"3/20/2017","2017","2015","D6","Unverified","$0.52"
"3/20/2017","2017","2016","D6","Q-RIN","$0.85"
"3/20/2017","2017","2016","D6","Unverified","$0.62"
"3/20/2017","2017","2017","D6","Q-RIN","$0.37"
"3/20/2017","2017","2017","D6","Unverified","$0.54"
"3/27/2017","2017","2015","D6","Q-RIN","$0.54"
"3/27/2017","2017","2015","D6","Unverified","$0.55"
"3/27/2017","2017","2016","D6","Q-RIN","$0.74"
"3/27/2017","2017","2016","D6","Unverified","$0.63"
"3/27/2017","2017","2017","D6","Unverified","$0.56"
"4/3/2017","2017","2016","D6","Q-RIN","$0.67"
"4/3/2017","2017","2016","D6","Unverified","$0.58"
"4/3/2017","2017","2017","D6","Q-RIN","$0.38"
"4/3/2017","2017","2017","D6","Unverified","$0.56"
"4/10/2017","2017","2016","D6","Unverified","$0.50"
"4/10/2017","2017","2017","D6","Unverified","$0.63"
"4/17/2017","2017","2016","D6","Unverified","$0.47"
"4/17/2017","2017","2017","D6","Unverified","$0.53"
"4/24/2017","2017","2016","D6","Q-RIN","$0.34"
"4/24/2017","2017","2016","D6","Unverified","$0.47"
"4/24/2017","2017","2017","D6","Q-RIN","$0.44"
"4/24/2017","2017","2017","D6","Unverified","$0.50"
"5/1/2017","2017","2016","D6","Unverified","$0.78"
"5/1/2017","2017","2017","D6","Unverified","$0.57"
"5/8/2017","2017","2016","D6","Unverified","$0.54"
"5/8/2017","2017","2017","D6","Q-RIN","$0.54"
"5/8/2017","2017","2017","D6","Unverified","$0.57"
"5/15/2017","2017","2016","D6","Unverified","$0.43"
"5/15/2017","2017","2017","D6","Q-RIN","$0.84"
"5/15/2017","2017","2017","D6","Unverified","$0.52"
"5/22/2017","2017","2016","D6","Unverified","$0.33"
"5/22/2017","2017","2017","D6","Q-RIN","$0.63"
"5/22/2017","2017","2017","D6","Unverified","$0.56"
"5/29/2017","2017","2016","D6","Unverified","$0.59"
"5/29/2017","2017","2017","D6","Unverified","$0.59"
"6/5/2017","2017","2016","D6","Q-RIN","$0.62"
"6/5/2017","2017","2016","D6","Unverified","$0.50"
"6/5/2017","2017","2017","D6","Unverified","$0.62"
"6/12/2017","2017","2016","D6","Unverified","$0.50"
"6/12/2017","2017","2017","D6","Q-RIN","$0.54"
"6/12/2017","2017","2017","D6","Unverified","$0.63"
"6/19/2017","2017","2016","D6","Unverified","$0.57"
"6/19/2017","2017","2017","D6","Q-RIN","$0.55"
"6/19/2017","2017","2017","D6","Unverified","$0.63"
"6/26/2017","2017","2016","D6","Unverified","$0.64"
"6/26/2017","2017","2017","D6","Q-RIN","$0.75"
"6/26/2017","2017","2017","D6","Unverified","$0.66"
"7/3/2017","2017","2016","D6","Unverified","$0.73"
"7/3/2017","2017","2017","D6","Unverified","$0.69"
"7/10/2017","2017","2016","D6","Q-RIN","$0.69"
"7/10/2017","2017","2016","D6","Unverified","$0.56"
"7/10/2017","2017","2017","D6","Q-RIN","$0.73"
"7/10/2017","2017","2017","D6","Unverified","$0.68"
"7/17/2017","2017","2016","D6","Unverified","$0.66"
"7/17/2017","2017","2017","D6","Q-RIN","$0.68"
"7/17/2017","2017","2017","D6","Unverified","$0.62"
"7/24/2017","2017","2016","D6","Q-RIN","$0.72"
"7/24/2017","2017","2016","D6","Unverified","$0.72"
"7/24/2017","2017","2017","D6","Q-RIN","$0.51"
"7/24/2017","2017","2017","D6","Unverified","$0.70"
"7/31/2017","2017","2016","D6","Unverified","$0.57"
"7/31/2017","2017","2017","D6","Q-RIN","$0.89"
"7/31/2017","2017","2017","D6","Unverified","$0.75"
"8/7/2017","2017","2016","D6","Unverified","$0.78"
"8/7/2017","2017","2017","D6","Q-RIN","$0.88"
"8/7/2017","2017","2017","D6","Unverified","$0.70"
"8/14/2017","2017","2016","D6","Unverified","$0.54"
"8/14/2017","2017","2017","D6","Q-RIN","$0.79"
"8/14/2017","2017","2017","D6","Unverified","$0.78"
"8/21/2017","2017","2016","D6","Q-RIN","$0.88"
"8/21/2017","2017","2016","D6","Unverified","$0.88"
"8/21/2017","2017","2017","D6","Q-RIN","$0.77"
"8/21/2017","2017","2017","D6","Unverified","$0.78"
"8/28/2017","2017","2016","D6","Unverified","$0.90"
"8/28/2017","2017","2017","D6","Q-RIN","$0.88"
"8/28/2017","2017","2017","D6","Unverified","$0.78"
"9/4/2017","2017","2016","D6","Unverified","$0.90"
"9/4/2017","2017","2017","D6","Unverified","$0.77"
"9/11/2017","2017","2016","D6","Unverified","$0.88"
